Sheet A Tab,Sheet B Tab,Match Type,A - Business Name,B - Business Name,A - Email,B - Email,A - Phone,B - Phone,A - Primary Contact,B - Primary Contact,A - Website,B - Website
Edmonton,Edmonton,"Email, Business Name (100%)",Nurse Cassie aesthetics,Balwin Aesthetics,info@balwinaesthetics.com,info@balwinaesthetics.com,#ERROR!,15874151251,cassie,,https://www.balwinaesthetics.com/,https://www.balwinaesthetics.com/
Edmonton,Edmonton,Business Name (90%),Celin laser and beauty,Celin Laser & Beauty,,,#ERROR!,15873067575,celin,Amirreza Teflisi,https://www.celinlaserbeauty.com/,https://www.celinlaserbeauty.com/
Edmonton,Edmonton,"Email, Business Name (100%)",Kaavish spa,Kaavish Spa,preetika@kaavish.ca,preetika@kaavish.ca,#ERROR!,17809533273,preetika,Preetika,https://www.kaavish.ca/,https://www.kaavish.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Top layer Medical Spa & Laser,Top Layer Medical Spa & Laser,mandy@toplayer.ca,mandy@toplayer.ca,#ERROR!,17802215239,,Mandy Hanna,http://www.monalisamedicalspa.ca/,https://toplayer.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Top layer Medical Spa & Laser,Top Layer Medical Spa & Laser,skincare@toplayer.ca,skincare@toplayer.ca,#ERROR!,17802215239,,Skincare,http://www.monalisamedicalspa.ca/,https://toplayer.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Hills medical clinic,Hills Medical Clinic,info@hillsmedicalclinic.ca,info@hillsmedicalclinic.ca,#ERROR!,17809014546,Louis van Wyk,Louis van Wyk,http://www.mdskinclinic.ca/,http://hillsmedicalclinic.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Bella vita laser clinic,OnePlus Medical Laser Clinic,info@onepluslaserclinic.ca,info@onepluslaserclinic.ca,#ERROR!,17809943191,Houda Alkasm,,https://www.onepluslaserclinic.ca/,https://www.onepluslaserclinic.ca/
Edmonton,Edmonton,Email,Revive Cosmetic,Revive Cosmetic Clinic,salma@revivecosmeticclinic.com,salma@revivecosmeticclinic.com,#ERROR!,17806651499,,Salma El Bakkouchi,https://revivecosmeticclinic.com/,https://revivecosmeticclinic.com/
Edmonton,Edmonton,Email,Revive Cosmetic,Revive Cosmetic Clinic,sandy@revivecosmeticclinic.com,sandy@revivecosmeticclinic.com,#ERROR!,17806651499,,Sandy,https://revivecosmeticclinic.com/,https://revivecosmeticclinic.com/
Edmonton,Edmonton,Business Name (100%),MD SKIN COSMETIC CLINIC,MD Skin Cosmetic Clinic,,,#ERROR!,17804400556,,,http://www.mdskinclinic.ca/,http://www.mdskinclinic.ca/
Edmonton,Edmonton,Email,Searles Dermatology,Stratica Dermatology,tvu@straticamedical.ca,tvu@straticamedical.ca,#ERROR!,17804285554,,,http://www.straticamedical.ca/,http://www.straticamedical.ca/
Edmonton,Edmonton,Email,Searles Dermatology,Stratica Dermatology,lwicentovich@straticamedical.ca,lwicentovich@straticamedical.ca,#ERROR!,17804285554,,Lana Wicentovich,http://www.straticamedical.ca/,http://www.straticamedical.ca/
Edmonton,Edmonton,Email,Searles Dermatology,Stratica Dermatology,aferrier@straticamedical.ca,aferrier@straticamedical.ca,#ERROR!,17804285554,,Andrew Ferrier,http://www.straticamedical.ca/,http://www.straticamedical.ca/
Edmonton,Edmonton,Email,Searles Dermatology,Stratica Dermatology,lsoong@straticamedical.ca,lsoong@straticamedical.ca,#ERROR!,17804285554,,Laura Soong,http://www.straticamedical.ca/,http://www.straticamedical.ca/
Edmonton,Edmonton,Email,Searles Dermatology,Stratica Dermatology,mladha@straticamedical.ca,mladha@straticamedical.ca,#ERROR!,17804285554,,Malika Ladha,http://www.straticamedical.ca/,http://www.straticamedical.ca/
Edmonton,Edmonton,Email,Searles Dermatology,Stratica Dermatology,msamycia@straticamedical.ca,msamycia@straticamedical.ca,#ERROR!,17804285554,,Michael Samycia,http://www.straticamedical.ca/,http://www.straticamedical.ca/
Edmonton,Edmonton,Email,Searles Dermatology,Stratica Dermatology,jseitz@straticamedical.ca,jseitz@straticamedical.ca,#ERROR!,17804285554,,Jonathan Seitz,http://www.straticamedical.ca/,http://www.straticamedical.ca/
Edmonton,Edmonton,Email,Searles Dermatology,Stratica Dermatology,ogalanos@straticamedical.ca,ogalanos@straticamedical.ca,#ERROR!,17804285554,,Olebia Ogalanos,http://www.straticamedical.ca/,http://www.straticamedical.ca/
Edmonton,Edmonton,Email,Searles Dermatology,Stratica Dermatology,mirwin@straticamedical.ca,mirwin@straticamedical.ca,#ERROR!,17804285554,,Dean Irwin,http://www.straticamedical.ca/,http://www.straticamedical.ca/
Edmonton,Edmonton,Email,Advanced Laser & Skin Care,Advanced Skin Care Clinic,info@advancedskincareclinic.ca,info@advancedskincareclinic.ca,#ERROR!,17802447546,Yudit Normandeau,Yudit Normandeau,http://advancedskincareclinic.ca/,http://advancedskincareclinic.ca/
Edmonton,Edmonton,Email,Oxyderm laser clinic,"Oxyderm Laser Clinic Edmonton – Laser Hair Removal, Acne, Pigmentation, Microneedling, Spider Veins Experts",info@oxydermlaserclinic.ca,info@oxydermlaserclinic.ca,#ERROR!,17808637561,Hetisha Shukla,,https://www.oxydermlaserclinic.ca/,https://www.oxydermlaserclinic.ca/
Edmonton,Edmonton,Business Name (100%),Laser & Skincare by Christine Kraychy,Laser & Skincare by Christine Kraychy,,,,17803120143,,,,https://vagaro.com/christinekraychy
Edmonton,Edmonton,"Email, Business Name (98%)",Lasting impression laser,Lasting Impressions Laser,info@lastingimpressionslaser.ca,info@lastingimpressionslaser.ca,#ERROR!,17807562737,Marzia Ahmadyar,Marzia Ahmadyar,https://www.lastingimpressionslaser.ca/,https://www.lastingimpressionslaser.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Precise beauty bay,Precise Beauty Bay,info@precisebeauty.ca,info@precisebeauty.ca,#ERROR!,17802975151,Davinder Dhanota,Davinder Dhanota,http://elitebeautyspa.ca/,https://precisebeauty.ca/?utm_source=google&utm_medium=organic&utm_campaign=gmb
Edmonton,Edmonton,"Email, Business Name (86%)",Bare skin med spa 930,Glo Skin & Medspa,kelly@gloskinmedspa.com,kelly@gloskinmedspa.com,#ERROR!,17804819772,,Kelly,https://gloskinmedspa.com/,https://gloskinmedspa.com/
Edmonton,Edmonton,"Email, Business Name (86%)",Bare skin med spa 930,Glo Skin & Medspa,alysia@gloskinmedspa.com,alysia@gloskinmedspa.com,#ERROR!,17804819772,,Alysia,https://gloskinmedspa.com/,https://gloskinmedspa.com/
Edmonton,Edmonton,Business Name (100%),Cheryl's PLACE,​​​​Cheryl's P.L.A.C.E.,,cheryls@cheryls.com,#ERROR!,17807217988,,Cheryl Rhodes,http://cherylsplace.ca/,http://cherylsplace.ca/
Edmonton,Edmonton,Business Name (100%),Refine medispa,Refine Medispa,collin@refine-medspa.com,information@refinemedispa.ca,#ERROR!,15874580939,,,https://www.nisamedispa.ca/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8722569972652420317,https://refinemedispa.ca/
Edmonton,Edmonton,Business Name (100%),Refine medispa,Refine Medispa,tia@refine-medspa.com,information@refinemedispa.ca,#ERROR!,15874580939,,,https://www.nisamedispa.ca/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8722569972652420317,https://refinemedispa.ca/
Edmonton,Edmonton,Business Name (100%),Refine medispa,Refine Medispa,patrick@refine-medspa.com,information@refinemedispa.ca,#ERROR!,15874580939,,,https://www.nisamedispa.ca/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8722569972652420317,https://refinemedispa.ca/
Edmonton,Edmonton,Business Name (100%),Metamorphosis boutique spa and laser,Metamorphosis Boutique Spa and Laser,,,#ERROR!,17804139442,Christina Snipes,Christina Snipes,http://www.skincareatmeta.ca/,http://www.skincareatmeta.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Vivere skin and body,Vivere Skin and Body,trisha@vivereskinandbody.ca,trisha@vivereskinandbody.ca,#ERROR!,18254594842,,Trisha,https://www.vivereskinandbody.ca/,https://www.vivereskinandbody.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Vivere skin and body,Vivere Skin and Body,vivereskinandbody@vivereskinandbody.ca,vivereskinandbody@vivereskinandbody.ca,#ERROR!,18254594842,,Vivereskinandbody,https://www.vivereskinandbody.ca/,https://www.vivereskinandbody.ca/
Edmonton,Edmonton,Business Name (85%),POLEMA Laser & aesthetics,Violetta Laser & Aesthetic,,,#ERROR!,17809083215,,,https://www.neoglow.ca/,https://www.violetta-esthetician.com/
Edmonton,Edmonton,"Email, Business Name (98%)",Allendale laser & esthetics,Aspen Aesthetics,helen@aspen-aesthetics.ca,helen@aspen-aesthetics.ca,#ERROR!,15872008018,,Helen Truong-Brett,http://www.aspen-aesthetics.ca/,http://www.aspen-aesthetics.ca/
Edmonton,Edmonton,"Email, Business Name (98%)",Allendale laser & esthetics,Aspen Aesthetics,janet@aspen-aesthetics.ca,janet@aspen-aesthetics.ca,#ERROR!,15872008018,,Janet Truong,http://www.aspen-aesthetics.ca/,http://www.aspen-aesthetics.ca/
Edmonton,Edmonton,"Email, Business Name (98%)",Allendale laser & esthetics,Aspen Aesthetics,hello@aspen-aesthetics.ca,hello@aspen-aesthetics.ca,#ERROR!,15872008018,Helen Lord,,http://www.aspen-aesthetics.ca/,http://www.aspen-aesthetics.ca/
Edmonton,Edmonton,Business Name (100%),Bush whacked laser,Bush Whacked Laser,,,#ERROR!,17804352874,,Catherine Wong,http://www.bushwhackedlaser.com/,http://www.bushwhackedlaser.com/
Edmonton,Edmonton,Business Name (100%),Shape Md,Shape MD,eric@12creative.co,,#ERROR!,17804381884,,Colin Tran,https://aesthetix.12creative.ca/,http://www.shapemd.ca/
Edmonton,Edmonton,Business Name (100%),Shape Md,Shape MD,chris@12creative.co,,#ERROR!,17804381884,,Colin Tran,https://aesthetix.12creative.ca/,http://www.shapemd.ca/
Edmonton,Edmonton,Business Name (100%),Shape Md,Shape MD,ivan@12creative.co,,#ERROR!,17804381884,,Colin Tran,https://aesthetix.12creative.ca/,http://www.shapemd.ca/
Edmonton,Edmonton,Business Name (100%),Shape Md,Shape MD,sara@12creative.co,,#ERROR!,17804381884,,Colin Tran,https://aesthetix.12creative.ca/,http://www.shapemd.ca/
Edmonton,Edmonton,Business Name (100%),Shape Md,Shape MD,mathieu@12creative.co,,#ERROR!,17804381884,,Colin Tran,https://aesthetix.12creative.ca/,http://www.shapemd.ca/
Edmonton,Edmonton,Business Name (100%),Shape Md,Shape MD,mickey@12creative.co,,#ERROR!,17804381884,,Colin Tran,https://aesthetix.12creative.ca/,http://www.shapemd.ca/
Edmonton,Edmonton,Business Name (100%),Shape Md,Shape MD,jamal@12creative.co,,#ERROR!,17804381884,,Colin Tran,https://aesthetix.12creative.ca/,http://www.shapemd.ca/
Edmonton,Edmonton,Business Name (100%),Shape Md,Shape MD,contact@12creative.co,,#ERROR!,17804381884,Colin Tran,Colin Tran,https://aesthetix.12creative.ca/,http://www.shapemd.ca/
Edmonton,Edmonton,Business Name (95%),Tropical laser edmonton,Tropicalaser Edmonton,lisa.glover@edmonton.ca,maie@tropicalaseralberta.com,,15876095899,,Maie Kellerman,http://www.edmonton.ca/,https://www.tropicalaseralberta.com/
Edmonton,Edmonton,Business Name (95%),Tropical laser edmonton,Tropicalaser Edmonton,keren.tang@edmonton.ca,maie@tropicalaseralberta.com,,15876095899,,Maie Kellerman,http://www.edmonton.ca/,https://www.tropicalaseralberta.com/
Edmonton,Edmonton,Business Name (95%),Tropical laser edmonton,Tropicalaser Edmonton,erin.rutherford@edmonton.ca,maie@tropicalaseralberta.com,,15876095899,,Maie Kellerman,http://www.edmonton.ca/,https://www.tropicalaseralberta.com/
Edmonton,Edmonton,Business Name (95%),Tropical laser edmonton,Tropicalaser Edmonton,aaron.paquette@edmonton.ca,maie@tropicalaseralberta.com,,15876095899,,Maie Kellerman,http://www.edmonton.ca/,https://www.tropicalaseralberta.com/
Edmonton,Edmonton,Business Name (95%),Tropical laser edmonton,Tropicalaser Edmonton,andrew.knack@edmonton.ca,maie@tropicalaseralberta.com,,15876095899,,Maie Kellerman,http://www.edmonton.ca/,https://www.tropicalaseralberta.com/
Edmonton,Edmonton,Business Name (100%),Wellness on Whyte,Wellness On Whyte,,,#ERROR!,17804379355,,Ashley Ramos,https://wellnessonwhyte.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,https://wellnessonwhyte.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb
Edmonton,Edmonton,Email,One plus medical laser clinic / about face plus skin centre,OnePlus Medical Laser Clinic,info@onepluslaserclinic.ca,info@onepluslaserclinic.ca,#ERROR!,17809943191,inside wellness on whyte building by tropical laser,,https://www.onepluslaserclinic.ca/,https://www.onepluslaserclinic.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Emerald wellness and medical centre,Zoe Medical Centre,anand@zoemedical.ca,anand@zoemedical.ca,#ERROR!,17804759635,,Anand,https://www.zoemedical.ca/,https://www.zoemedical.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Emerald wellness and medical centre,Zoe Medical Centre,janek@zoemedical.ca,janek@zoemedical.ca,#ERROR!,17804759635,,Janek,https://www.zoemedical.ca/,https://www.zoemedical.ca/
Edmonton,Edmonton,Business Name (100%),Orchid skin therapy,Orchid Skin Therapy,,,#ERROR!,17808885865,downtown,Amirreza Teflisi,http://www.orchidskintherapy.com/,http://www.orchidskintherapy.com/
Edmonton,Edmonton,Business Name (100%),Aesthetix MD,Aesthetix MD,eric@12creative.co,,#ERROR!,17808090870,,,https://aesthetix.12creative.ca/,https://aesthetix.12creative.ca/
Edmonton,Edmonton,Business Name (100%),Aesthetix MD,Aesthetix MD,chris@12creative.co,,#ERROR!,17808090870,,,https://aesthetix.12creative.ca/,https://aesthetix.12creative.ca/
Edmonton,Edmonton,Business Name (100%),Aesthetix MD,Aesthetix MD,ivan@12creative.co,,#ERROR!,17808090870,,,https://aesthetix.12creative.ca/,https://aesthetix.12creative.ca/
Edmonton,Edmonton,Business Name (100%),Aesthetix MD,Aesthetix MD,sara@12creative.co,,#ERROR!,17808090870,,,https://aesthetix.12creative.ca/,https://aesthetix.12creative.ca/
Edmonton,Edmonton,Business Name (100%),Aesthetix MD,Aesthetix MD,mathieu@12creative.co,,#ERROR!,17808090870,,,https://aesthetix.12creative.ca/,https://aesthetix.12creative.ca/
Edmonton,Edmonton,Business Name (100%),Aesthetix MD,Aesthetix MD,mickey@12creative.co,,#ERROR!,17808090870,,,https://aesthetix.12creative.ca/,https://aesthetix.12creative.ca/
Edmonton,Edmonton,Business Name (100%),Aesthetix MD,Aesthetix MD,jamal@12creative.co,,#ERROR!,17808090870,,,https://aesthetix.12creative.ca/,https://aesthetix.12creative.ca/
Edmonton,Edmonton,Business Name (100%),Aesthetix MD,Aesthetix MD,contact@12creative.co,,#ERROR!,17808090870,Beside orchid skin therapy,,https://aesthetix.12creative.ca/,https://aesthetix.12creative.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Serene Radiance,Serene Radiance,info@sereneradiance.com,info@sereneradiance.com,#ERROR!,17807574442,Ausija Kazmi,,https://www.sereneradiance.com/,https://www.sereneradiance.com/
Edmonton,Edmonton,Business Name (91%),Forever young skin rejuvenation,Forever Young Laser Skin Rejuvenation,,sheetal@foreveryoungedmonton.com,#ERROR!,17807587727,Sima H,Sheetal Sareen,https://encoremedicalrejuvenation.com/,http://foreveryoungedmonton.com/
Edmonton,Edmonton,Business Name (100%),Style N Shimmer Laser & Skin Beauty Clinic,Style N Shimmer Laser & Skin Beauty Clinic,stylenshimmer@gmail.com,,#ERROR!,17809001794,Stylenshimmer,Pavlina Geneva,http://stylenshimmer.ca/,http://stylenshimmer.ca/
Edmonton,Edmonton,Business Name (85%),Dev medical aesthetics,Meraki Medical Aesthetics,mo.husain@lavieacademy.ca,info@merakimedicalaesthetics.com,#ERROR!,17802780669,,,https://www.lavieacademy.ca/,https://www.merakimedicalaesthetics.com/
Edmonton,Edmonton,Business Name (85%),Dev medical aesthetics,Meraki Medical Aesthetics,krista.nashman@lavieacademy.ca,info@merakimedicalaesthetics.com,#ERROR!,17802780669,,,https://www.lavieacademy.ca/,https://www.merakimedicalaesthetics.com/
Edmonton,Edmonton,Business Name (85%),Dev medical aesthetics,Meraki Medical Aesthetics,harsh.morzaria@lavieacademy.ca,info@merakimedicalaesthetics.com,#ERROR!,17802780669,,,https://www.lavieacademy.ca/,https://www.merakimedicalaesthetics.com/
Edmonton,Edmonton,Business Name (85%),Dev medical aesthetics,Meraki Medical Aesthetics,charlene.miller@lavieacademy.ca,info@merakimedicalaesthetics.com,#ERROR!,17802780669,,,https://www.lavieacademy.ca/,https://www.merakimedicalaesthetics.com/
Edmonton,Edmonton,Business Name (85%),Dev medical aesthetics,Meraki Medical Aesthetics,hira.fida@lavieacademy.ca,info@merakimedicalaesthetics.com,#ERROR!,17802780669,,,https://www.lavieacademy.ca/,https://www.merakimedicalaesthetics.com/
Edmonton,Edmonton,Business Name (85%),Dev medical aesthetics,Meraki Medical Aesthetics,info@lavieacademy.ca,info@merakimedicalaesthetics.com,#ERROR!,17802780669,closer to hotel,,https://www.lavieacademy.ca/,https://www.merakimedicalaesthetics.com/
Edmonton,Edmonton,"Email, Business Name (100%)",Advanced facial and nasal centre,Advanced Facial and Nasal Centre,info@advancedfacialsurgery.ca,info@advancedfacialsurgery.ca,#ERROR!,17804287824,north of downtown,,https://albanylaser.ca/,http://www.advancedfacialsurgery.ca/
Edmonton,Edmonton,Email,T cosmetic windermere & downtown,Zia Cosmetic Clinic (Edmonton),info@ziacosmetic.ca,info@ziacosmetic.ca,#ERROR!,17803068410,Rose-Anne Bouffard,,https://www.ziacosmetic.ca/,https://www.ziacosmetic.ca/
Edmonton,Edmonton,Email,Evelinecharles,EvelineCharles Salons (WEM - Entrance 45),eveline@evelinecharles.com,eveline@evelinecharles.com,#ERROR!,17804245666,,Eveline Charles,http://www.evelinecharles.com/,http://www.evelinecharles.com/
Edmonton,Edmonton,Email,Evelinecharles,EvelineCharles Salons (WEM - Entrance 45),lisa@evelinecharles.com,lisa@evelinecharles.com,#ERROR!,17804245666,,Lisa,http://www.evelinecharles.com/,http://www.evelinecharles.com/
Edmonton,Edmonton,Email,Evelinecharles,EvelineCharles Salons (WEM - Entrance 45),danielle.champagne@evelinecharles.com,danielle.champagne@evelinecharles.com,#ERROR!,17804245666,,Danielle Champagne,http://www.evelinecharles.com/,http://www.evelinecharles.com/
Edmonton,Edmonton,Email,Evelinecharles,EvelineCharles Salons (WEM - Entrance 45),barry@evelinecharles.com,barry@evelinecharles.com,#ERROR!,17804245666,,Barry Charles,http://www.evelinecharles.com/,http://www.evelinecharles.com/
Edmonton,Edmonton,Email,Evelinecharles,EvelineCharles Salons (WEM - Entrance 45),cheryl@evelinecharles.com,cheryl@evelinecharles.com,#ERROR!,17804245666,,Cheryl,http://www.evelinecharles.com/,http://www.evelinecharles.com/
Edmonton,Edmonton,Email,Evelinecharles,EvelineCharles Salons (WEM - Entrance 45),sarah@evelinecharles.com,sarah@evelinecharles.com,#ERROR!,17804245666,,Sarah,http://www.evelinecharles.com/,http://www.evelinecharles.com/
Edmonton,Edmonton,Email,Evelinecharles,EvelineCharles Salons (WEM - Entrance 45),carol@evelinecharles.com,carol@evelinecharles.com,#ERROR!,17804245666,,Carol,http://www.evelinecharles.com/,http://www.evelinecharles.com/
Edmonton,Edmonton,Email,Evelinecharles,EvelineCharles Salons (WEM - Entrance 45),vic@evelinecharles.com,vic@evelinecharles.com,#ERROR!,17804245666,,Vic,http://www.evelinecharles.com/,http://www.evelinecharles.com/
Edmonton,Edmonton,Email,Evelinecharles,EvelineCharles Salons (WEM - Entrance 45),vicmittal@evelinecharles.com,vicmittal@evelinecharles.com,#ERROR!,17804245666,,Vicmittal,http://www.evelinecharles.com/,http://www.evelinecharles.com/
Edmonton,Edmonton,Email,Evelinecharles,EvelineCharles Salons (WEM - Entrance 45),susann@evelinecharles.com,susann@evelinecharles.com,#ERROR!,17804245666,,Susann,http://www.evelinecharles.com/,http://www.evelinecharles.com/
Edmonton,Edmonton,Business Name (85%),WestEd Medical & aesthetics,Jem Medical Aesthetics,westedmedical@gmail.com,jerrika@jemmedical.ca,#ERROR!,17808504479,Westedmedical,Jerrika Geneau,https://www.merakimedicalaesthetics.com/,https://www.jemmedical.ca/
Edmonton,Edmonton,"Email, Business Name (85%)",Powers medical aesthetics,Balwin Aesthetics,info@balwinaesthetics.com,info@balwinaesthetics.com,#ERROR!,15874151251,Robin Power,,https://www.balwinaesthetics.com/,https://www.balwinaesthetics.com/
Edmonton,Edmonton,"Email, Business Name (85%)",Studio Elle medical aesthetics,Meraki Medical Aesthetics,info@merakimedicalaesthetics.com,info@merakimedicalaesthetics.com,#ERROR!,17802780669,Ellie Schwab,,https://www.merakimedicalaesthetics.com/,https://www.merakimedicalaesthetics.com/
Edmonton,Edmonton,"Email, Business Name (100%)",Skin physicians dermatology clinic,Skin Physicians Dermatology Clinic,neel@skinphysicians.ca,neel@skinphysicians.ca,#ERROR!,15875200755,,"Neel Malhotra, MD, FRCPC, DABD",https://www.skinphysicians.ca/,https://www.skinphysicians.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Skin physicians dermatology clinic,Skin Physicians Dermatology Clinic,shanu@skinphysicians.ca,shanu@skinphysicians.ca,#ERROR!,15875200755,,Shanu Mohamedali,https://www.skinphysicians.ca/,https://www.skinphysicians.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Skin physicians dermatology clinic,Skin Physicians Dermatology Clinic,pooja@skinphysicians.ca,pooja@skinphysicians.ca,#ERROR!,15875200755,,Pooja Nguyen,https://www.skinphysicians.ca/,https://www.skinphysicians.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Skin physicians dermatology clinic,Skin Physicians Dermatology Clinic,michelle@skinphysicians.ca,michelle@skinphysicians.ca,#ERROR!,15875200755,,Michelle De Rocher,https://www.skinphysicians.ca/,https://www.skinphysicians.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Skin physicians dermatology clinic,Skin Physicians Dermatology Clinic,sonia@skinphysicians.ca,sonia@skinphysicians.ca,#ERROR!,15875200755,,Dr Sonia Badreshia-Bansal,https://www.skinphysicians.ca/,https://www.skinphysicians.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Skin physicians dermatology clinic,Skin Physicians Dermatology Clinic,kennedy@skinphysicians.ca,kennedy@skinphysicians.ca,#ERROR!,15875200755,,Kennedy L,https://www.skinphysicians.ca/,https://www.skinphysicians.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Skin physicians dermatology clinic,Skin Physicians Dermatology Clinic,sakina@skinphysicians.ca,sakina@skinphysicians.ca,#ERROR!,15875200755,,Dr. Sakina Dermatologist,https://www.skinphysicians.ca/,https://www.skinphysicians.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Skin physicians dermatology clinic,Skin Physicians Dermatology Clinic,nadhia@skinphysicians.ca,nadhia@skinphysicians.ca,#ERROR!,15875200755,,Dr. Nadhia,https://www.skinphysicians.ca/,https://www.skinphysicians.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Skin physicians dermatology clinic,Skin Physicians Dermatology Clinic,luvneet@skinphysicians.ca,luvneet@skinphysicians.ca,#ERROR!,15875200755,,Luvneet Verma,https://www.skinphysicians.ca/,https://www.skinphysicians.ca/
Edmonton,Edmonton,Business Name (100%),Skin physicians dermatology clinic,Skin Physicians Dermatology Clinic,cosmetics@skinphysicians.ca,neel@skinphysicians.ca,#ERROR!,15875200755,,"Neel Malhotra, MD, FRCPC, DABD",https://www.skinphysicians.ca/,https://www.skinphysicians.ca/
Edmonton,Edmonton,Business Name (100%),Skin physicians dermatology clinic,Skin Physicians Dermatology Clinic,careers@skinphysicians.ca,neel@skinphysicians.ca,#ERROR!,15875200755,,"Neel Malhotra, MD, FRCPC, DABD",https://www.skinphysicians.ca/,https://www.skinphysicians.ca/
Edmonton,Edmonton,Business Name (100%),Skin physicians dermatology clinic,Skin Physicians Dermatology Clinic,info@skinphysicians.ca,neel@skinphysicians.ca,#ERROR!,15875200755,"Neel Malhotra, MD, FRCPC, DABD","Neel Malhotra, MD, FRCPC, DABD",https://www.skinphysicians.ca/,https://www.skinphysicians.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Meraki medical aesthetics,Balwin Aesthetics,info@balwinaesthetics.com,info@balwinaesthetics.com,#ERROR!,15874151251,sold sign on house,,https://www.balwinaesthetics.com/,https://www.balwinaesthetics.com/
Edmonton,Edmonton,Business Name (100%),Viva permanent beauty & aesthetics,Viva Permanent beauty & Aesthetics,vivapermanentmakeup@gmail.com,,#ERROR!,15873570191,Vivapermanentmakeup,,http://www.aspen-aesthetics.ca/,https://vivapermanentbeauty.com/
Edmonton,Edmonton,"Email, Business Name (100%)",Aspen Aesthetics,Balwin Aesthetics,info@balwinaesthetics.com,info@balwinaesthetics.com,#ERROR!,15874151251,Daniel Sardachuk,,https://www.balwinaesthetics.com/,https://www.balwinaesthetics.com/
Edmonton,Edmonton,Business Name (100%),Encore Medical Rejuvenation,Encore Medical Rejuvenation,,,#ERROR!,17804439019,Jara Wu,Jara Wu,https://encoremedicalrejuvenation.com/,https://encoremedicalrejuvenation.com/
Edmonton,Edmonton,"Email, Business Name (100%)",Flawless Skin Clinic,Advanced Skin Care Clinic,info@advancedskincareclinic.ca,info@advancedskincareclinic.ca,#ERROR!,17802447546,Gili Levant,Yudit Normandeau,http://advancedskincareclinic.ca/,http://advancedskincareclinic.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Bliss MediSpa & Integrated Wellness,Bliss MediSpa & Integrated Wellness,tracib@blissmedispa.ca,tracib@blissmedispa.ca,#ERROR!,17804321535,,Traci Bateman,https://www.blissmedispa.ca/,https://www.blissmedispa.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Bliss MediSpa & Integrated Wellness,Bliss MediSpa & Integrated Wellness,debra@blissmedispa.ca,debra@blissmedispa.ca,#ERROR!,17804321535,,Debra Bennett,https://www.blissmedispa.ca/,https://www.blissmedispa.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Bliss MediSpa & Integrated Wellness,Bliss MediSpa & Integrated Wellness,ambassador@blissmedispa.ca,ambassador@blissmedispa.ca,#ERROR!,17804321535,,Ambassador,https://www.blissmedispa.ca/,https://www.blissmedispa.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Bliss MediSpa & Integrated Wellness,Bliss MediSpa & Integrated Wellness,medical@blissmedispa.ca,medical@blissmedispa.ca,#ERROR!,17804321535,,Medical,https://www.blissmedispa.ca/,https://www.blissmedispa.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Bliss MediSpa & Integrated Wellness,Bliss MediSpa & Integrated Wellness,dorothyf@blissmedispa.ca,dorothyf@blissmedispa.ca,#ERROR!,17804321535,,Dorothy Fonseca,https://www.blissmedispa.ca/,https://www.blissmedispa.ca/
Edmonton,Edmonton,"Email, Business Name (100%)",Bliss MediSpa & Integrated Wellness,Bliss MediSpa & Integrated Wellness,employment@blissmedispa.ca,employment@blissmedispa.ca,#ERROR!,17804321535,,Employment,https://www.blissmedispa.ca/,https://www.blissmedispa.ca/
Edmonton,Edmonton,Business Name (100%),Bliss MediSpa & Integrated Wellness,Bliss MediSpa & Integrated Wellness,primarycareinfo@blissmedispa.ca,tracib@blissmedispa.ca,#ERROR!,17804321535,Traci Bateman,Traci Bateman,https://www.blissmedispa.ca/,https://www.blissmedispa.ca/
